learner_seed,source_seed,source_index,freeze_max_margin,commit_max_margin,freeze_certificate_safe,commit_certificate_safe,common_admitted,selected_for_deployment
2042,5051,39,-0.1798811541641726,-0.14753921868466352,True,True,True,False
2042,5051,40,-0.17196219143960562,-0.12957433261900414,True,True,True,False
2042,5051,41,-0.15691508101332075,-0.026995763320334043,True,True,True,False
2042,5051,42,-0.15713777013953428,-0.0305112415018875,True,True,True,False
2042,5051,43,-0.148257343187141,-0.0009360854756523262,True,False,False,False
2042,5051,44,-0.17355538284740546,-0.09312326516025901,True,True,True,False
2042,5051,45,-0.1567204570756154,-0.06494407559471907,True,True,True,False
2042,5051,46,-0.18253454329661511,-0.12788670040073102,True,True,True,False
2042,5051,47,-0.170578126603806,-0.0856633934483391,True,True,True,False
2042,5052,0,-0.15417315027444403,-0.017964031941324843,True,True,True,False
2042,5052,1,-0.18103315831191685,-0.12701216942223806,True,True,True,False
2042,5052,2,-0.1629702868330481,-0.07494038365250758,True,True,True,True
2042,5052,3,-0.17193512044975306,-0.12362139259355857,True,True,True,False
2042,5052,4,-0.16904418000953353,-0.0724189054912035,True,True,True,False
2042,5052,5,-0.15330641828595448,-0.014582018941626002,True,True,True,False
2042,5052,6,-0.17318022803359254,-0.09006094086598711,True,True,True,False
2042,5052,7,-0.1521042112813908,-0.012316002175669138,True,True,True,False
2042,5052,8,-0.17990863248540723,-0.12196816015657941,True,True,True,False
2042,5052,9,-0.17552518812560208,-0.13894793737755873,True,True,True,False
2042,5052,10,-0.15978883069663155,-0.053503272140655506,True,True,True,False
2042,5052,11,-0.146085080240511,0.0064650658260252125,True,False,False,False
2042,5052,12,-0.16312695219096654,-0.05317725680727017,True,True,True,False
2042,5052,13,-0.15909336089506132,-0.06966240165013565,True,True,True,False
2042,5052,14,-0.17774718282687632,-0.11060725201303867,True,True,True,False
2042,5052,15,-0.15430913344649463,-0.020898465079423584,True,True,True,False
2042,5052,16,-0.14877633309077407,0.00701130750502213,True,False,False,False
2042,5052,17,-0.17603247285625956,-0.14310713419902238,True,True,True,False
2042,5052,18,-0.1532814947279714,-0.024977027766070498,True,True,True,False
2042,5052,19,-0.15902516796378569,-0.04150176841156514,True,True,True,False
2042,5052,20,-0.1440650038761033,0.031186331002360457,True,False,False,False
2042,5052,21,-0.15120654589204896,0.002105608624017735,True,False,False,False
2042,5052,22,-0.17557835117235623,-0.09395380801411146,True,True,True,False
2042,5052,23,-0.1809127798474955,-0.1429946185746878,True,True,True,False
2042,5052,24,-0.17867039615201588,-0.14133096395026631,True,True,True,True
2042,5052,25,-0.18516754350491493,-0.13644092000771416,True,True,True,False
2042,5052,26,-0.17523098714751328,-0.11889246436098491,True,True,True,False
2042,5052,27,-0.16623585551060652,-0.0820289488185025,True,True,True,False
2042,5052,28,-0.14162853363506794,0.026375649421953057,True,False,False,False
2042,5052,29,-0.15581715861499612,-0.01052417750416823,True,True,True,False
2042,5052,30,-0.15720039958174822,-0.029670052086305132,True,True,True,False
2042,5052,31,-0.19330234800434315,-0.17521204369454085,True,True,True,False
2042,5052,32,-0.14912858195542028,-0.029138206954565316,True,True,True,False
2042,5052,33,-0.1752865464040428,-0.10428763241502134,True,True,True,False
2042,5052,34,-0.18650121194613245,-0.1530609937139988,True,True,True,False
2042,5052,35,-0.18083546359838817,-0.12611771678628825,True,True,True,False
2042,5052,36,-0.1562498748609201,-0.07860851199681373,True,True,True,False
2042,5052,37,-0.15657973471055514,-0.05860737016025583,True,True,True,False
2042,5052,38,-0.18569676405926175,-0.16770002679752719,True,True,True,False
2042,5052,39,-0.15006999582607716,0.0015448610281813546,True,False,False,False
2042,5052,40,-0.1584040310266195,-0.08372672431359986,True,True,True,False
2042,5052,41,-0.15045718513444623,0.014876835355383672,True,False,False,False
2042,5052,42,-0.19237934371093188,-0.16818248333577368,True,True,True,False
2042,5052,43,-0.1595508941194918,-0.0423417410100565,True,True,True,False
2042,5052,44,-0.1443745699512215,0.012887254073411875,True,False,False,False
2042,5052,45,-0.16146984168826922,-0.0942000890343272,True,True,True,False
2042,5052,46,-0.15986722529540837,-0.04001709634775169,True,True,True,False
2042,5052,47,-0.17008702771565962,-0.06504437243970732,True,True,True,True
