learner_seed,evaluation_seed,mechanism,selected_index,init_x,init_x_dot,init_theta,init_theta_dot,snapshot_initially_accepted,casadi_full_first_violation_step,physical_first_violation_step,forward_switch_step,baseline_control_steps,mean_reward
2301,9301,clean_permanent_raw_release,14,0.020173008043998963,-0.10050300566810899,-0.07640784506025457,-0.9348343655248657,True,,,,0,-0.4073800558505373
2301,9301,clean_resident_predictive_authority,14,0.020173008043998963,-0.10050300566810899,-0.07640784506025457,-0.9348343655248657,True,,,,0,-0.4073800558505373
2301,9301,clean_permanent_raw_release,15,-0.07900872370591855,0.10295953390684309,0.08480552852257081,-0.8307981894374961,True,,,,0,-0.09939968330210294
2301,9301,clean_resident_predictive_authority,15,-0.07900872370591855,0.10295953390684309,0.08480552852257081,-0.8307981894374961,True,,,,0,-0.09939968330210294
2301,9301,clean_permanent_raw_release,16,0.0916315548671473,0.4614110390291337,-0.035147130761545936,0.7252208607139725,True,,,,0,-0.3134540049585457
2301,9301,clean_resident_predictive_authority,16,0.0916315548671473,0.4614110390291337,-0.035147130761545936,0.7252208607139725,True,,,,0,-0.3134540049585457
2301,9301,clean_permanent_raw_release,17,-0.17062295602836047,-0.15218576657948268,0.010179821018898777,0.9893676733911037,True,,,,0,-0.21619759738173006
2301,9301,clean_resident_predictive_authority,17,-0.17062295602836047,-0.15218576657948268,0.010179821018898777,0.9893676733911037,True,,,,0,-0.21619759738173006
2301,9301,clean_permanent_raw_release,18,-0.08790893722452464,-0.42550579827588053,-0.010318536911144066,-0.34715975088159423,True,,,,0,-0.1896562558536883
2301,9301,clean_resident_predictive_authority,18,-0.08790893722452464,-0.42550579827588053,-0.010318536911144066,-0.34715975088159423,True,,,,0,-0.1896562558536883
2301,9301,clean_permanent_raw_release,19,-0.12739055693212203,-0.20227732082987293,-0.08795723757811123,-0.8401583045341188,True,,,,0,-0.47756326216131634
2301,9301,clean_resident_predictive_authority,19,-0.12739055693212203,-0.20227732082987293,-0.08795723757811123,-0.8401583045341188,True,,,,0,-0.47756326216131634
2301,9301,clean_permanent_raw_release,20,0.24146994161214785,-0.18009579975238932,-0.09522946491446588,0.574809296358636,True,,,,0,-0.08373477989288612
2301,9301,clean_resident_predictive_authority,20,0.24146994161214785,-0.18009579975238932,-0.09522946491446588,0.574809296358636,True,,,,0,-0.08373477989288612
2301,9301,clean_permanent_raw_release,21,-0.044504198432735675,0.07137361461620673,0.09812859303646362,-0.17206237061485408,True,,,,0,-0.079546220319168
2301,9301,clean_resident_predictive_authority,21,-0.044504198432735675,0.07137361461620673,0.09812859303646362,-0.17206237061485408,True,,,,0,-0.079546220319168
2301,9301,clean_permanent_raw_release,22,0.14003300421527937,0.16534473208478417,-0.1193912559735149,0.039683963356378804,True,,,,0,-0.08676989712706744
2301,9301,clean_resident_predictive_authority,22,0.14003300421527937,0.16534473208478417,-0.1193912559735149,0.039683963356378804,True,,,,0,-0.08676989712706744
2301,9301,clean_permanent_raw_release,23,-0.16124849122349516,0.2020171151234459,0.12820131147789973,-0.7318686804571586,True,,,,0,-0.06974150665302578
2301,9301,clean_resident_predictive_authority,23,-0.16124849122349516,0.2020171151234459,0.12820131147789973,-0.7318686804571586,True,,,,0,-0.06974150665302578
2302,9302,clean_permanent_raw_release,0,-0.22753737486457531,-0.05440712188950103,-0.032301047542328154,-0.9840840799171211,True,,,,0,-0.45225688589681623
2302,9302,clean_resident_predictive_authority,0,-0.22753737486457531,-0.05440712188950103,-0.032301047542328154,-0.9840840799171211,True,,,,0,-0.45225688589681623
2302,9302,clean_permanent_raw_release,1,0.15490714632944425,-0.3087430708068165,0.08440429392870352,0.7222738055514224,True,,,,0,-0.24753899508044022
2302,9302,clean_resident_predictive_authority,1,0.15490714632944425,-0.3087430708068165,0.08440429392870352,0.7222738055514224,True,,,,0,-0.24753899508044022
2302,9302,clean_permanent_raw_release,2,0.24466572169235407,-0.25184138557498736,-0.08148108787724508,0.559682167446981,True,,,,0,-0.10220059725180135
2302,9302,clean_resident_predictive_authority,2,0.24466572169235407,-0.25184138557498736,-0.08148108787724508,0.559682167446981,True,,,,0,-0.10220059725180135
2302,9302,clean_permanent_raw_release,3,-0.07381102312818183,-0.2895372533160526,-0.06355938715566102,-0.024922293434696652,True,,,,0,-0.16992138229177184
2302,9302,clean_resident_predictive_authority,3,-0.07381102312818183,-0.2895372533160526,-0.06355938715566102,-0.024922293434696652,True,,,,0,-0.16992138229177184
2302,9302,clean_permanent_raw_release,4,0.20610091363507127,0.05735461885088766,0.13313065443208447,0.8091011662049519,True,,,,0,-0.5594683163649843
2302,9302,clean_resident_predictive_authority,4,0.20610091363507127,0.05735461885088766,0.13313065443208447,0.8091011662049519,True,,,,0,-0.5594683163649843
2302,9302,clean_permanent_raw_release,5,-0.03481391336376782,-0.032601529848553024,0.1099750364894326,0.23184116119142928,True,,,,0,-0.16980466377998868
2302,9302,clean_resident_predictive_authority,5,-0.03481391336376782,-0.032601529848553024,0.1099750364894326,0.23184116119142928,True,,,,0,-0.16980466377998868
2302,9302,clean_permanent_raw_release,6,-0.0069400527056115435,-0.268314332638088,-0.05383688875468978,0.4986376418607146,True,,,,0,-0.22174842133036907
2302,9302,clean_resident_predictive_authority,6,-0.0069400527056115435,-0.268314332638088,-0.05383688875468978,0.4986376418607146,True,,,,0,-0.22174842133036907
2302,9302,clean_permanent_raw_release,7,0.08617343493497032,0.2726010371849834,-0.0741914485663472,-0.08068248888272045,True,,,,0,-0.09660797258174414
