learner_seed,evaluation_seed,mode,selected_index,admitted_index,common_vulnerable_initially_accepted,init_x,init_x_dot,init_theta,init_theta_dot,physical_first_violation_step,forward_switch_step,baseline_control_steps,mean_reward
2070,9070,unsigned_postproducer_mutation_resident,10,13,True,-0.10095589237587976,0.14252220189560783,-0.09351975811938129,-0.5540973434626515,,7,66,-0.3846620690275422
2070,9070,compromised_producer_valid_raw_release,10,13,True,-0.10095589237587976,0.14252220189560783,-0.09351975811938129,-0.5540973434626515,11,,0,-1.501948988684481
2070,9070,compromised_producer_valid_resident,10,13,True,-0.10095589237587976,0.14252220189560783,-0.09351975811938129,-0.5540973434626515,,7,66,-0.3846620690275422
2070,9070,trusted_reference_repair_raw_release,10,13,True,-0.10095589237587976,0.14252220189560783,-0.09351975811938129,-0.5540973434626515,,,0,-0.1571351634937552
2070,9070,origin_bound_fail_closed_raw_release,10,13,True,-0.10095589237587976,0.14252220189560783,-0.09351975811938129,-0.5540973434626515,,,0,-0.17821608294136587
2070,9070,clean_reference_raw_release,11,14,True,-0.0612089413283497,-0.41807240525958955,-0.06288620182237716,0.1314371452650649,,,0,-0.06681191611060697
2070,9070,unsigned_postproducer_mutation_raw_release,11,14,True,-0.0612089413283497,-0.41807240525958955,-0.06288620182237716,0.1314371452650649,9,,0,-1.4315965855387873
2070,9070,unsigned_postproducer_mutation_resident,11,14,True,-0.0612089413283497,-0.41807240525958955,-0.06288620182237716,0.1314371452650649,,5,55,-0.27669472954385466
2070,9070,compromised_producer_valid_raw_release,11,14,True,-0.0612089413283497,-0.41807240525958955,-0.06288620182237716,0.1314371452650649,9,,0,-1.4315965855387873
2070,9070,compromised_producer_valid_resident,11,14,True,-0.0612089413283497,-0.41807240525958955,-0.06288620182237716,0.1314371452650649,,5,55,-0.27669472954385466
2070,9070,trusted_reference_repair_raw_release,11,14,True,-0.0612089413283497,-0.41807240525958955,-0.06288620182237716,0.1314371452650649,,,0,-0.06681191611060697
2070,9070,origin_bound_fail_closed_raw_release,11,14,True,-0.0612089413283497,-0.41807240525958955,-0.06288620182237716,0.1314371452650649,,,0,-0.07724662601174971
2070,9070,clean_reference_raw_release,12,16,True,-0.09467554722951516,0.20864900810529297,0.10237448586693079,0.0816048155303466,,,0,-0.08555068532264042
2070,9070,unsigned_postproducer_mutation_raw_release,12,16,True,-0.09467554722951516,0.20864900810529297,0.10237448586693079,0.0816048155303466,,,0,-1.332466458234577
2070,9070,unsigned_postproducer_mutation_resident,12,16,True,-0.09467554722951516,0.20864900810529297,0.10237448586693079,0.0816048155303466,,,0,-1.332466458234577
2070,9070,compromised_producer_valid_raw_release,12,16,True,-0.09467554722951516,0.20864900810529297,0.10237448586693079,0.0816048155303466,,,0,-1.332466458234577
2070,9070,compromised_producer_valid_resident,12,16,True,-0.09467554722951516,0.20864900810529297,0.10237448586693079,0.0816048155303466,,,0,-1.332466458234577
2070,9070,trusted_reference_repair_raw_release,12,16,True,-0.09467554722951516,0.20864900810529297,0.10237448586693079,0.0816048155303466,,,0,-0.08555068532264042
2070,9070,origin_bound_fail_closed_raw_release,12,16,True,-0.09467554722951516,0.20864900810529297,0.10237448586693079,0.0816048155303466,,,0,-0.10163081805495622
2070,9070,clean_reference_raw_release,13,17,True,0.24405087050059088,0.1453130036545871,0.1247761506829648,0.6759948934923605,,,0,-0.4407212649348613
2070,9070,unsigned_postproducer_mutation_raw_release,13,17,True,0.24405087050059088,0.1453130036545871,0.1247761506829648,0.6759948934923605,,,0,-1.626018158668099
2070,9070,unsigned_postproducer_mutation_resident,13,17,True,0.24405087050059088,0.1453130036545871,0.1247761506829648,0.6759948934923605,,,0,-1.626018158668099
2070,9070,compromised_producer_valid_raw_release,13,17,True,0.24405087050059088,0.1453130036545871,0.1247761506829648,0.6759948934923605,,,0,-1.626018158668099
2070,9070,compromised_producer_valid_resident,13,17,True,0.24405087050059088,0.1453130036545871,0.1247761506829648,0.6759948934923605,,,0,-1.626018158668099
2070,9070,trusted_reference_repair_raw_release,13,17,True,0.24405087050059088,0.1453130036545871,0.1247761506829648,0.6759948934923605,,,0,-0.4407212649348613
2070,9070,origin_bound_fail_closed_raw_release,13,17,True,0.24405087050059088,0.1453130036545871,0.1247761506829648,0.6759948934923605,,,0,-0.4437891770889472
2070,9070,clean_reference_raw_release,14,18,True,-0.08515394998419995,-0.012951648481000055,0.09410756994769481,-0.5461154000609161,,,0,-0.018504663574125096
2070,9070,unsigned_postproducer_mutation_raw_release,14,18,True,-0.08515394998419995,-0.012951648481000055,0.09410756994769481,-0.5461154000609161,8,,0,-1.3893559278038106
